"data_id","data_name","data_category","absolute_path","file_type","scope","role","source_or_derived","authoritative_status","generated_from","consumed_by","last_modified","hash_or_version","contains_raw_answers","contains_manual_scores","contains_brand_claims","public_download","risk","recommended_action","notes"
"DELIVERY-RESUME-001","Resume project description","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/简历项目经历.md","Markdown","external discovered delivery root","delivery","manual","duplicate","Reports and delivery package","resume material","2026-07-17T14:09:33+0800","9f522cb98fca153d2293f07e4ff16703c90770bc19ea830d49edb44eeb48db98","no","no","yes","no","medium","Keep downstream of canonical workbooks; verify metrics and claims before reuse","Delivery narrative copy; not canonical for raw answers, scores or metrics."
"DELIVERY-INTERVIEW-001","Five-minute interview script","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/5分钟面试讲稿.md","Markdown","external discovered delivery root","delivery","manual","duplicate","Delivery workbook and reports","interview prep","2026-07-17T14:09:33+0800","8b0a4dfe4d4d6b53047143cedfaaac92326f68255b039a34e5f783b73d1207e5","no","no","yes","no","medium","Keep downstream of canonical workbooks; verify metrics and claims before reuse","Delivery narrative copy; not canonical for raw answers, scores or metrics."
"KB-XLSX-001","Brand fact knowledge base workbook","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/knowledge_base/元亨利GEO品牌事实知识库.xlsx","XLSX","external requested knowledge_base","canonical","mixed","canonical","Source library and manual fact curation","public JSON, website knowledge base, prompt system, article samples","2026-07-17T15:47:53+0800","7924fb2cbd5c9424c020b71242cb3dafb9e5b3b262e23e08992621b7840953a5","no","no","yes","no","high","Lock as canonical for brand facts, source records and FAQ mappings; do not modify in this stage","Brand facts, sources and FAQ governance source of record."
"KB-INSPECT-001","Brand fact knowledge base inspection NDJSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/knowledge_base/元亨利GEO品牌事实知识库.xlsx.inspect.ndjson","NDJSON","external requested knowledge_base","archive","derived","duplicate","Knowledge base workbook inspection","audit snapshots","2026-07-17T15:47:53+0800","4d6998d4a161c323da1d558a15b4806b7e8516f58466ec42b49121d7f5633cf6","no","no","yes","no","low","Regenerate after knowledge base workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the knowledge base workbook."
"KB-PUBLIC-JSON-001","External knowledge base public snapshot JSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/knowledge_base/元亨利GEO企业知识库_公开快照.json","JSON","external requested knowledge_base","derived","derived","duplicate","KB-XLSX-001 public export","website JSON copies, prompt system, article samples","2026-07-17T15:47:53+0800","7f29e60ab99e341545b0cb5985f7c5ac71de47d81c2fa7ecb3eb3a641b215cea","no","no","yes","no","medium","Regenerate from the brand fact knowledge base workbook; do not mark any JSON copy canonical","External public JSON snapshot is derived; four JSON copies are currently identical but non-canonical."
"KB-WB-STRUCTURE-001","Knowledge base workbook structure NDJSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/knowledge_base/previews/workbook_structure.ndjson","NDJSON","external requested knowledge_base","archive","derived","duplicate","Knowledge base workbook render preview","audit snapshots","2026-07-17T15:47:51+0800","f12500bce804656c40ee4f5da39df5350619a2648bf9f6a31210514444ecf902","no","no","yes","no","low","Regenerate after knowledge base workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the knowledge base workbook."
"KB-FORMULA-ERRORS-001","Knowledge base formula error scan","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/knowledge_base/previews/formula_errors.ndjson","NDJSON","external requested knowledge_base","archive","derived","duplicate","Knowledge base workbook validation","QA only","2026-07-17T15:47:53+0800","acc0111e19cf44d2753fc9ecd164bf1b27fbd65597463a25cf48bd1c65e90146","no","no","no","no","low","Regenerate after knowledge base workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the knowledge base workbook."
"STRATEGY-XLSX-001","90-day content execution workbook","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/元亨利红木家具GEO_90天内容执行工作簿.xlsx","XLSX","external requested strategy","canonical","mixed","canonical","Delivery workbook metrics; knowledge base facts; manual strategy planning","website strategy page, public download, KPI references","2026-07-17T15:37:32+0800","1fa3a1550678be10c1e7105e69ea7fa53526fc79375369f8f5191f5da30b10bb","no","no","yes","no","medium","Lock as canonical for the 90-day content execution plan; do not modify in this stage","Website strategy copy and downloads must be synced from this workbook."
"STRATEGY-INSPECT-001","90-day workbook inspection NDJSON","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/元亨利红木家具GEO_90天内容执行工作簿.xlsx.inspect.ndjson","NDJSON","external requested strategy","archive","derived","duplicate","Strategy workbook inspection","audit snapshots","2026-07-17T15:37:32+0800","97a25f6d5382de7ae6f440d58c77f1104fc9144990ed19a46a278463b40c0076","no","no","yes","no","low","Regenerate after strategy workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the strategy workbook."
"STRATEGY-WB-STRUCTURE-001","90-day workbook structure NDJSON","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/workbook_previews/workbook_structure.ndjson","NDJSON","external requested strategy","archive","derived","duplicate","Strategy workbook preview","audit snapshots","2026-07-17T15:37:30+0800","f39f63bfab2cb1f2d56fdebac171f73b44c5e54816fe4a3eb6a92365d339d289","no","no","yes","no","low","Regenerate after strategy workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the strategy workbook."
"STRATEGY-FORMULA-ERRORS-001","90-day workbook formula error scan","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/workbook_previews/formula_errors.ndjson","NDJSON","external requested strategy","archive","derived","duplicate","Strategy workbook validation","QA only","2026-07-17T15:37:32+0800","acc0111e19cf44d2753fc9ecd164bf1b27fbd65597463a25cf48bd1c65e90146","no","no","no","no","low","Regenerate after strategy workbook changes; do not edit manually or use as source","Inspection, structure or QA artifact derived from the strategy workbook."
"STRATEGY-PDF-001","Rendered 14-page strategy PDF","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/rendered_strategy/元亨利红木家具GEO品牌内容优化方案_14页.pdf","PDF","external requested strategy","delivery","derived","duplicate","STRATEGY-DOCX-001 or PDF rendering process","public download","2026-07-17T15:39:03+0800","f52cfa9b65c2decd09343c215900f21ab9534ef52f643d25450a2876d145e0d5","no","no","yes","no","medium","Treat as rendered delivery artifact; regenerate from confirmed strategy source when updated","PDF is delivery or derived, not canonical."
"STRATEGY-DOCX-001","Editable 14-page strategy DOCX","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/strategy/元亨利红木家具GEO品牌内容优化方案_14页.docx","DOCX","external requested strategy","delivery","mixed","duplicate","Delivery workbook metrics, knowledge base and manual strategy narrative","strategy PDF and public DOCX download","2026-07-17T15:38:50+0800","09003be280ec4802657d98ed3b81a9d72541b25d269c024b957ca7f15ac34b52","no","no","yes","no","medium","Treat as editable delivery narrative unless separately confirmed; do not replace the 90-day workbook canonical","Not canonical for the current 90-day execution plan."
"REPORT-FULL-001","Comprehensive diagnostic report portfolio edition","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/reports/元亨利GEO_全面诊断报告_作品集版.md","Markdown","external requested reports","delivery","mixed","duplicate","Delivery data workbook and manual interpretation","website narrative and delivery review","2026-07-18T14:55:10+0800","4ba7d541697b8e1ac479688b34b396883cc28582332826655dd51b1076d1f08c","no","yes","yes","no","medium","Keep downstream of the delivery workbook; cite workbook for metrics and scoring","Report narrative is delivery copy and cannot override canonical workbook data."
"REPORT-SUMMARY-001","Summary conclusions and methodology report","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_delivery/reports/元亨利GEO_摘要结论与方法论.md","Markdown","external requested reports","delivery","mixed","duplicate","Delivery data workbook and manual interpretation","method page and delivery review","2026-07-18T14:55:10+0800","21de726400e037f6ab4683a2c5badf6b2514838712f4e873b26a55e81344c9b6","no","yes","yes","no","medium","Keep downstream of the delivery workbook; cite workbook for metrics and scoring","Report narrative is delivery copy and cannot override canonical workbook data."
"FINAL-SOURCE-XLSX-001","Older public source library workbook","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/yhl_public_source_library_feishu.xlsx","XLSX","external requested final","archive","mixed","outdated","First public source library","knowledge base migration candidate","2026-07-16T14:27:05+0800","1bd7e595d23462263bba86e7a0164e50666bf044c21fe298665de5ed16f17684","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-SOURCE-CSV-001","Older public source library CSV","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/yhl_public_source_library_feishu.csv","CSV","external requested final","archive","mixed","outdated","FINAL-SOURCE-XLSX-001","older source review","2026-07-15T17:47:04+0800","71f3fb2b6a4cb3062444560edfd1dfe6afea82a780621e774b9948edfe880d32","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-SOURCE-NOTES-001","Older source library notes","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/source_library_notes.md","Markdown","external requested final","archive","manual","outdated","Older source library review","source governance reference","2026-07-15T17:47:04+0800","23664b2ffc894731ae32c81f6ec40af3c432e0468281347caa88b3a64125d7f4","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-RETEST-001","Retest 10 core template CSV","A. 原始测试数据","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/retest_10_core_template.csv","CSV","external requested final","archive","source","outdated","Manual retest plan","future monitoring","2026-07-15T16:47:43+0800","cd1a753ca34cf5392a2922919c402790823686c4670619c1e56d944e9b6d2f65","no","no","yes","no","low","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-PROJECT-BRIEF-001","Final project brief","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/project_brief.md","Markdown","external requested final","archive","manual","outdated","Manual project framing","portfolio delivery","2026-07-15T17:21:15+0800","fd915632defd777e13d3ba06d38fe6867e4c38650052ee2cba1df2539dc3480d","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-CONTENT-ASSETS-001","Final content assets","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/content_assets.md","Markdown","external requested final","archive","manual","outdated","Manual content planning","portfolio delivery","2026-07-15T16:47:43+0800","4009ff31df2744b41b8a16124ba5705e0992b4c106f9c8888a9e7fe8fc04ac0f","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-OVERVIEW-001","Final project overview","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/project_overview.md","Markdown","external requested final","archive","manual","outdated","Manual overview","portfolio delivery","2026-07-15T16:47:42+0800","cfd3550cc14de0419bc4d6b56636547b90577e58336ec300e8f741bbbab9738d","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-COVERAGE-001","Content coverage validation","C. 派生统计数据","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/content_coverage_validation.md","Markdown","external requested final","archive","derived","outdated","Older content asset plan","coverage review","2026-07-15T16:47:43+0800","e405d0436ef977bc742816974f5da2c23b8899b847302e0659859bd568dca1e0","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-PORTFOLIO-CASE-001","Portfolio case 8-page text","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/portfolio_case_8page.md","Markdown","external requested final","archive","manual","outdated","Older reports and project brief","portfolio narrative","2026-07-15T16:47:43+0800","c26c9c568fdcf2cdc028f57acbbaa42f907284e355b431f6e99c19df6fd5b8a6","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-INTERVIEW-001","Final interview script","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/interview_script_5min.md","Markdown","external requested final","archive","manual","outdated","Older reports and project brief","interview prep","2026-07-15T16:47:43+0800","ea1753473952637f3f2e0a962d345510f1e9a445430dc519a0d05ca8bb0df63b","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-STATIC-HTML-001","Older final static index","F. 网站展示副本","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/index.html","HTML","external requested final","archive","mixed","outdated","Older static site generation","portfolio archive","2026-07-15T17:48:24+0800","8a4406737c744e02cbb9a31e11852a8d85ddc4e6d9e3ae7a7e751878e430d291","no","no","yes","no","medium","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FINAL-README-001","Older final README","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_portfolio_final/README.md","Markdown","external requested final","archive","manual","outdated","Older final package","portfolio archive","2026-07-15T17:48:24+0800","6e8a2e7371e1a50aa206a288e89ec3e7121461b6c3a0cd8e526dd900a518becb","no","no","yes","no","low","Archive only; migrate into current delivery system only after explicit human confirmation","Older final-version artifact; not a current source of record."
"FIRST-BREADCRUMB-INPUT-001","First setup breadcrumb input JSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/breadcrumb_input.json","JSON","external requested first_setup","archive","manual","outdated","Manual schema setup input","schema generation","2026-07-18T17:57:16+0800","c2f1a1b679040f59a53a6528611cd5e6b2b0120d7e6a04544d26c4ba21e74c53","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-FAQ-PAIRS-001","First setup FAQ pairs JSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/faq_pairs.json","JSON","external requested first_setup","archive","manual","outdated","Manual FAQ schema input","FAQ schema generation","2026-07-18T17:57:16+0800","2d3b64a4c83907aac43f421b6ebf866a11d88ea413e39de2dc6c38533d815c43","no","no","yes","no","high","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-SCHEMA-JSON-GROUP-001","First setup JSON schema outputs","F. 网站展示副本","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718","JSON group","external requested first_setup","archive","derived","outdated","first_setup JSON inputs","schema examples and setup archive","2026-07-18T17:57:26+0800","grouped-json-schema-files","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-SCHEMA-HTML-GROUP-001","First setup HTML schema outputs","F. 网站展示副本","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718","HTML group","external requested first_setup","archive","derived","outdated","first_setup JSON inputs","schema examples and setup archive","2026-07-18T18:00:17+0800","grouped-html-schema-files","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-VISIBILITY-TEMPLATE-001","First setup visibility baseline template CSV","A. 原始测试数据","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/visibility_baseline_template.csv","CSV","external requested first_setup","archive","source","outdated","Future visibility/retest template","future monitoring","2026-07-18T17:58:16+0800","cd1a753ca34cf5392a2922919c402790823686c4670619c1e56d944e9b6d2f65","no","no","yes","no","low","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-ORG-INPUT-001","First setup organization input JSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/organization_input.json","JSON","external requested first_setup","archive","manual","outdated","Manual organization schema input","schema generation","2026-07-18T17:57:16+0800","4b05767a4963f7dc782b99815735e1e65d640441f123f39e7661f23bdcd611fd","no","no","yes","no","high","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-CITATION-INPUT-001","First setup citation input JSON","D. 品牌事实与知识库","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/citation_input.json","JSON","external requested first_setup","archive","manual","outdated","Manual citation schema input","schema generation","2026-07-18T17:57:16+0800","8dbe16a9f08c5211e74c4b0599eaebbae7a0fcf70fc7afe47e3bc46b49a3f2e2","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-CLUSTER-SITEMAP-001","First setup cluster sitemap JSON","F. 网站展示副本","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/cluster_sitemap.json","JSON","external requested first_setup","archive","derived","outdated","pillar cluster plan","schema/setup archive","2026-07-18T17:59:06+0800","1dbb73984fd7a9132b43ce1b7608d58f2b44e37041a7f8418fb2fcc9e6ea69c9","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-READABILITY-001","First setup readability report","C. 派生统计数据","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/readability_report.md","Markdown","external requested first_setup","archive","derived","outdated","first_setup content drafts","setup QA archive","2026-07-18T18:01:18+0800","3e5022576283e419260aa01cb8e389ce0baea138a2d1225b59eb0b715c000c2e","no","no","yes","no","low","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-PILLAR-PLAN-001","First setup pillar cluster plan","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/pillar_cluster_plan.md","Markdown","external requested first_setup","archive","manual","outdated","Manual setup plan","older content strategy","2026-07-18T17:59:06+0800","9d3e8ae3d1362222561ed0c8155607fa2540373342cefff6d7ada8d5d433903e","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-MANUAL-VISIBILITY-001","First setup manual visibility baseline","A. 原始测试数据","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/manual_visibility_baseline.md","Markdown","external requested first_setup","archive","manual","outdated","manual baseline notes","future monitoring","2026-07-18T17:59:06+0800","4d08c759cd95edf4bc99ab70415f3e6e74dc9bdbee5395e74e987bcf53a8d6f9","partial","partial","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-README-001","First setup README","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/README.md","Markdown","external requested first_setup","archive","mixed","outdated","first_setup outputs","setup archive","2026-07-18T18:01:18+0800","1c7e5c4337a0337ce864a90cff5c47b629256b68c20472aef9e052c2042c23fa","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
"FIRST-PILLAR-SEED-001","First setup pillar page seed content","E. 策略与交付物","/Users/lay/Documents/New project/outputs/yhl_geo_first_setup_20260718/pillar_page_seed_content.md","Markdown","external requested first_setup","archive","manual","outdated","first_setup content plan","older content drafts","2026-07-18T18:00:00+0800","0fe269017c4c8ce546590b26810f8cb33ff5728ef2978605bec3312758cbb1a7","no","no","yes","no","medium","Archive only; do not use for current question bank, brand facts, metrics, website display or GEO Skill input","first_setup artifact unified as archive by 0.3B governance decision."
